PLN-MM/YY,Sales_Doc.,Item,V,Loaded_line,New_Plan,Sold_to_party,Country_Key,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Remain_GRF,Destination,Creation,CBE$,BM$
202402,35005785,10,3500578510,CR,2024 Mar,E0045,Spain,Export,CRCF,0.35,1000,DC01,,75,Europe,CFR,2790,2790
202402,35005785,20,3500578520,CR,2024 Mar,E0045,Spain,Export,CRCF,,1000,DC03,,50,Europe,CFR,2390,2390
202402,35005785,30,3500578530,CR,2024 Mar,E0045,Spain,Export,CRCF,1,,DC01,,50,Europe,CFR,2590,2590
202402,35005785,50,3500578550,CR,2024 Mar,E0045,Spain,Export,CRCF,1.15,1190,DC01,,25,Europe,CFR,2590,2590
202402,35005785,80,3500578580,GI,2024 Mar,E0045,Spain,Export,GCCF,0.51,1250,S220GD,140,75,Europe,CFR,2510,2510
202402,35005785,90,3500578590,GI,2024 Mar,E0045,Spain,Export,GCCF,0.57,1250,S220GD,140,200,Europe,CFR,2510,2510
202402,35005785,40,3500578540,CR,2024 Mar,E0045,Spain,Export,CRCF,1,1144,DC01,,50,Europe,CFR,2590,2590
202402,35005785,100,35005785100,GI,2024 Mar,E0045,Spain,Export,GCCF,1,1250,S220GD,140,50,Europe,CFR,2510,2510
202402,35005785,60,3500578560,GI,2024 Mar,E0045,Spain,Export,GCCF,0.4,1000,S220GD,275,50,Europe,CFR,2710,2710
202402,35005785,70,3500578570,GI,2024 Mar,E0045,Spain,Export,GCCF,0.4,1250,S220GD,275,50,Europe,CFR,2710,2710
202403,35005823,10,3500582310,GI,2024 Mar,E0098,Bulgaria,Export,GCCF,1.25,1250,DX51D,140,80,Europe,CIF,2310,2310
202403,35005823,20,3500582320,GI,2024 Mar,E0098,Bulgaria,Export,GCCF,1.65,1250,DX51D,140,220,Europe,CIF,2310,2310
202401,35005741,60,3500574160,CR,2024 Mar,E0109,Kenya,Export,CRSF,2,1220,DC01,,6.04,Africa,CFR,3190,3190
202401,35005741,70,3500574170,CR,2024 Mar,E0109,Kenya,Export,CRSF,3,1220,DC01,,12,Africa,CFR,3190,3190
202402,30083144,10,3008314410,CR,2024 Mar,L0077,Egypt,Local,CRRF,1.2,299,DC06,,23.36,Large Corporate,EXW,2290,2907
202402,30083144,20,3008314420,CR,2024 Mar,L0077,Egypt,Local,CRRF,0.8,291.5,DC06,,23.08,Large Corporate,EXW,2490,2907
202403,35005864,20,3500586420,GI,2024 Mar,E0183,Uganda,Export,GCSF,2,1219,DX51D,120,19.65,Africa,CFR,3110,3110
202403,35005868,30,3500586830,GI,2024 Mar,E0080,Turkey,Export,GCCF,0.5,1250,DX51D,80,200,Europe,CIF,2510,2510
202402,35005806,20,3500580620,CR,2024 Mar,E0198,United Kingdom,Export,CRCF,0.92,1250,DC01,,100,Europe,CFR,2590,2590
202402,35005806,30,3500580630,CR,2024 Mar,E0198,United Kingdom,Export,CRCF,1.13,1250,DC01,,100,Europe,,2430,2430
202402,35005806,40,3500580640,CR,2024 Mar,E0198,United Kingdom,Export,CRCF,1.42,,DC01,,100,Europe,CFR,2390,2390
202402,35005806,50,3500580650,CR,2024 Mar,E0198,United Kingdom,Export,CRCF,1.55,1250,DC01,,100,Europe,CFR,2390,2390
202402,35005810,10,3500581010,CR,2024 Mar,E0198,United Kingdom,Export,CRCF,0.7,1250,DC01,,60,Europe,CFR,2590,2590
202402,35005830,10,3500583010,GI,2024 Mar,E0128,USA,Export,GCCF,0.48,1168,S550GD,120,40,North America,CFR,2730,2730
202310,30078478,20,3007847820,PP,2024 Mar,L0270,Egypt,Local,PORF,0.7,310,DX51D,100,6,Large Corporate,CPT,2770,2867
202310,30078478,10,3007847810,PP,2024 Mar,L0270,Egypt,Local,PORF,0.7,314,DX51D,100,7.14,Large Corporate,CPT,2370,3353
202310,30078643,60,3007864360,PP,2024 Mar,L0018,Egypt,Local,POCF,0.5,1170,,180,87.27,Large Corporate,EXW,2150,3366
202403,35005809,30,3500580930,CR,2024 Mar,E0125,Poland,Export,CRCF,0.37,1250,DC01,,25,Europe,CFR,2590,2590
202403,35005809,40,3500580940,CR,2024 Mar,E0125,Poland,,CRCF,0.8,1250,DC01,,25,Europe,CFR,2590,2590
202403,35005809,50,3500580950,CR,2024 Mar,E0125,Poland,Export,CRCF,1,1250,DC01,,25,Europe,CFR,2590,2590
202403,35005809,60,3500580960,CR,2024 Mar,E0125,Poland,Export,CRCF,1.5,1000,DC01,,50,Europe,CFR,2390,2390
202403,35005809,70,3500580970,CR,2024 Mar,E0125,Poland,Export,CRCF,2,1250,DC01,,50,Europe,CFR,2390,2390
202403,35005809,80,3500580980,CR,2024 Mar,E0125,Poland,Export,CRCF,2.5,1000,DC01,,25,Europe,CFR,2390,2390
202403,35005809,90,3500580990,CR,2024 Mar,E0125,Poland,Export,CRCF,2.5,1250,DC01,,25,Europe,CFR,2390,2390
202403,35005809,100,35005809100,CR,2024 Mar,E0125,Poland,Export,CRCF,3,1000,DC01,,50,Europe,CFR,2390,2390
202403,35005809,110,35005809110,CR,2024 Mar,E0125,Poland,Export,CRCF,3,1250,DC01,,60,Europe,CFR,2390,2390
202403,35005809,10,3500580910,GI,2024 Mar,E0125,Poland,Export,GCCF,1.38,1250,DX51D,275,100,Europe,CFR,2510,2510
202403,35005809,20,3500580920,GI,2024 Mar,E0125,Poland,Export,GCCF,1.13,1210,DX51D,100,120,Europe,,2350,2350
202403,35005813,20,3500581320,GI,2024 Mar,E0213,Italy,Export,GCCF,1.8,1250,DX51D,140,400,Europe,CIF,2310,2310
202403,35005813,30,3500581330,GI,2024 Mar,E0213,Italy,,GHCF,,,DX51D,140,500,Europe,,1910,1910
202403,35005813,10,3500581310,GI,2024 Mar,E0213,Italy,Export,GCCF,1.8,1195,DX51D,140,300,Europe,CIF,2310,2310
202403,35005813,40,3500581340,GI,2024 Mar,E0213,Italy,Export,GHCF,2.7,1250,DX51D,140,800,Europe,,2150,2150
202404,35005874,10,3500587410,CR,2024 Mar,E0080,Turkey,Export,CRCF,0.4,1000,DC01,,50,Europe,CIF,2590,2590
202404,35005874,20,3500587420,CR,2024 Mar,E0080,Turkey,Export,CRCF,0.5,1000,DC01,,100,Europe,CIF,2590,2590
202404,35005874,30,3500587430,CR,2024 Mar,E0080,Turkey,Export,CRCF,0.6,1000,DC01,,100,Europe,CIF,2590,2590
202404,35005874,40,3500587440,CR,2024 Mar,E0080,Turkey,Export,CRCF,0.7,1000,DC01,,75,Europe,CIF,2590,2590
202404,35005874,50,3500587450,CR,2024 Mar,E0080,Turkey,Export,CRCF,0.8,1000,DC01,,75,Europe,CIF,2590,2590
202404,35005874,60,3500587460,CR,2024 Mar,E0080,Turkey,Export,CRCF,1,1000,DC01,,50,Europe,CIF,2590,2590
202404,35005874,70,3500587470,CR,2024 Mar,E0080,Turkey,Export,CRCF,1,1250,DC01,,100,Europe,CIF,2590,2590
202404,35005874,80,3500587480,CR,2024 Mar,E0080,Turkey,Export,CRCF,1.2,1000,DC01,,50,Europe,CIF,2590,2590
202404,35005874,90,3500587490,CR,2024 Mar,E0080,Turkey,Export,CRCF,1.2,1250,DC01,,100,Europe,CIF,2590,2590
202404,35005874,100,35005874100,CR,2024 Mar,E0080,Turkey,Export,CRCF,1.5,1000,DC01,,50,Europe,CIF,2390,2390
202404,35005874,110,35005874110,CR,2024 Mar,E0080,Turkey,Export,CRCF,1.5,1250,DC01,,150,Europe,CIF,2390,2390
202404,35005874,120,35005874120,CR,2024 Mar,E0080,Turkey,Export,CRCF,2,1250,DC01,,100,Europe,CIF,2390,2390
202403,35005838,10,3500583810,CR,2024 Mar,E0025,Latvia,Export,CRSF,0.8,1250,DC01,,25,Europe,CFR,2850,2850
202403,35005838,20,3500583820,CR,2024 Mar,E0025,Latvia,Export,CRSF,1,1250,DC01,,25,Europe,CFR,2850,2850
202403,35005838,30,3500583830,CR,2024 Mar,E0025,Latvia,Export,CRSF,1.5,1250,DC01,,25,Europe,CFR,2650,2650
202403,35005838,40,3500583840,CR,2024 Mar,E0025,Latvia,Export,CRSF,2,1250,DC01,,25,Europe,CFR,2650,2650
202402,30082550,10,3008255010,PP,2024 Mar,L0209,Egypt,Local,POCF,0.4,1250,DX51D,120,20,Corporate,EXW,1970,2220
202401,35005781,10,3500578110,CR,2024 Mar,E0147,Algeria,Export,CRNF,1.2,700,DC01,,25,Middle East,CFR,2630,2630
202402,30083769,30,3008376930,GI,2024 Mar,L0280,Egypt,Local,GCSF,1,1250,DX51D,80,11.35,Large Corporate,,2090,3600
202403,35005870,10,3500587010,CR,2024 Mar,E0148,Senegal,Export,CRNF,0.78,915,DC01,,100,Africa,CFR,3250,3250
202403,35005870,20,3500587020,CR,2024 Mar,E0148,Senegal,Export,CRCF,0.95,1213,DC01,,80,Africa,CFR,3130,3130
202404,35005828,20,3500582820,GI,2024 Mar,E0194,Canada,Export,GCCF,0.419,1219.2,S280GD,120,500,North America,FOB,2730,2730
202402,35005866,10,3500586610,GI,2024 Mar,E0187,Trinidad and Tobago,Export,GCRF,1.52,212,S280GD,275,56.73,South America,CFR,3110,3110
202403,35005827,10,3500582710,GI,2024 Mar,E0179,Bulgaria,Export,GCCF,1.25,1250,DX51D,140,50,Europe,CFR,2310,2310
202403,35005827,20,3500582720,GI,2024 Mar,E0179,Bulgaria,Export,GCCF,1.65,1250,,140,150,Europe,CFR,2310,2310
202402,35005770,10,3500577010,CR,2024 Mar,E0175,Latvia,Export,CRCF,,1250,DC01,,60,Europe,CFR,2390,2390
202402,30083306,30,3008330630,GI,2024 Mar,L0270,Egypt,Local,GCRF,,356,DX51D,100,15.65,Large Corporate,CPT,2630,3567
202402,30083306,10,3008330610,GI,2024 Mar,L0270,Egypt,,GCRF,0.7,385,DX51D,100,18.03,Large Corporate,CPT,2630,3693
202402,30083306,20,3008330620,GI,2024 Mar,L0270,Egypt,Local,GCRF,0.7,415,DX51D,100,19.84,Large Corporate,CPT,2630,3693
202403,35005853,10,3500585310,CR,2024 Mar,E0069,Cote d'Ivoire,Export,CRCF,1.8,1000,DC01,,100,Africa,CFR,2590,2590
202403,35005853,20,3500585320,CR,2024 Mar,E0069,Cote d'Ivoire,Export,CRCF,,1250,DC01,,60,Africa,CFR,2590,2590
202403,35005853,30,3500585330,CR,2024 Mar,E0069,Cote d'Ivoire,Export,CRCF,2.7,1000,DC01,,80,Africa,CFR,2590,2590
202401,30082028,10,3008202810,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,617,DX51D,60,30.25,Large Corporate,CPT,2630,3526
202401,30082028,100,30082028100,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,624,DX51D,60,4,Large Corporate,CPT,2630,3526
202401,30082028,120,30082028120,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,665,,60,11,Large Corporate,CPT,2630,3526
202401,30082028,180,30082028180,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,5.14,Large Corporate,CPT,2630,3526
202401,30082028,20,3008202820,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,13,Large Corporate,CPT,2630,3526
202401,30082028,190,30082028190,PP,2024 Mar,L0073,Egypt,Local,PONF,0.5,695,DX51D,60,20,Large Corporate,CPT,2490,3526
202401,30082028,40,3008202840,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,625,DX51D,60,16,Large Corporate,CPT,2230,3526
202401,30082028,80,3008202880,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,759,DX51D,60,10,Large Corporate,CPT,2630,3526
202402,35005815,10,3500581510,GI,2024 Mar,E0092,Kenya,Export,GCRF,0.3,122,DX51D,100,25,Africa,CFR,3650,3650
202402,35005815,20,3500581520,GI,2024 Mar,E0092,Kenya,Export,GCRF,0.3,100,DX51D,100,25,Africa,CFR,3650,3650
202401,30082030,370,30082030370,PP,2024 Mar,L0073,Egypt,Local,PONF,0.5,645,DX51D,60,20,Large Corporate,CPT,2490,3526
202401,30082030,160,30082030160,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,759,DX51D,60,19.8,Large Corporate,CPT,2630,3526
202401,30082030,340,30082030340,PP,2024 Mar,L0073,Egypt,Local,PONF,0.5,724.5,DX51D,60,14.08,Large Corporate,,2490,3841
202401,30082030,380,30082030380,PP,2024 Mar,L0073,Egypt,Local,PONF,0.5,617,DX51D,60,22.84,Large Corporate,CPT,2290,3841
202401,30082030,110,30082030110,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,624,,60,3,Large Corporate,CPT,2630,3526
202401,30082030,20,3008203020,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,23,Large Corporate,CPT,2630,3526
202401,30082030,240,30082030240,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,624,DX51D,60,10,Large Corporate,,2630,3526
202401,30082030,290,30082030290,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,8,Large Corporate,CPT,2630,3526
202401,30082030,300,30082030300,PP,2024 Mar,L0073,Egypt,,POSF,0.5,661,DX51D,60,9,Large Corporate,CPT,2630,3526
202401,30082030,320,30082030320,PP,2024 Mar,L0073,Egypt,Local,POSF,0.5,661,DX51D,60,10,Large Corporate,CPT,2430,3526
202401,30082030,330,30082030330,PP,2024 Mar,L0073,Egypt,Local,PONF,0.5,695,DX51D,60,34.73,Large Corporate,CPT,2490,3841
202401,30082030,350,30082030350,PP,2024 Mar,L0073,Egypt,Local,PONF,0.5,665,DX51D,60,50,Large Corporate,CPT,2290,1832
202401,30082030,390,30082030390,PP,2024 Mar,L0073,Egypt,Local,PONF,0.5,759,DX51D,60,44,Large Corporate,CPT,2490,3739
202402,35005783,10,3500578310,GI,2024 Mar,E0035,Greece,Export,GCRF,0.4,308,DX51D,100,75,Europe,CFR,2910,2910
202401,35005718,10,3500571810,CR,2024 Mar,E0176,Senegal,Export,CRCF,0.45,1000,DC01,,50.76,Africa,CFR,3130,3130
202401,35005718,30,3500571830,CR,2024 Mar,E0176,Senegal,Export,CRCF,0.5,1000,DC01,,22.25,Africa,CFR,3130,3130
202401,35005718,50,3500571850,CR,2024 Mar,E0176,Senegal,Export,CRCF,0.8,1000,DC01,,13.04,Africa,CFR,3130,3130
202401,35005821,10,3500582110,GI,2024 Mar,E0074,Cyprus,Export,GCCF,0.6,1000,DX51D,140,10.8,Europe,CIF,2510,2510
202401,35005821,50,3500582150,GI,2024 Mar,E0074,Cyprus,Export,GCCF,0.8,1250,,140,70.15,Europe,,2510,2510
202401,35005821,80,3500582180,GI,2024 Mar,E0074,Cyprus,Export,GCCF,1.5,1250,DX51D,140,50,Europe,CIF,2310,2310
202401,35005821,110,35005821110,GI,2024 Mar,E0074,Cyprus,Export,GHCF,2,1250,DX51D,140,40,Europe,CIF,2310,2310
202401,35005821,120,35005821120,GI,2024 Mar,E0074,Cyprus,Export,GHCF,2.5,1250,DX51D,140,50,Europe,CIF,2310,2310
202401,35005821,130,35005821130,GI,2024 Mar,E0074,Cyprus,Export,GHCF,2.8,1250,DX51D,140,200,Europe,,2310,2310
202401,35005821,60,3500582160,GI,2024 Mar,E0074,Cyprus,Export,GCCF,1,1250,DX51D,140,34.93,Europe,CIF,2510,2510
202401,35005821,70,3500582170,GI,2024 Mar,E0074,Cyprus,Export,GCCF,1.4,1250,DX51D,140,159.92,Europe,CIF,2310,2310
202401,35005821,90,3500582190,GI,2024 Mar,E0074,Cyprus,Export,GCCF,1.65,1250,DX51D,140,83.35,Europe,CIF,2310,2310
202401,35005821,40,3500582140,GI,2024 Mar,E0074,Cyprus,Export,GHCF,2.5,1000,DX51D,140,22.08,Europe,CIF,2310,2310
202404,35005847,160,35005847160,CR,2024 Mar,E0125,Poland,Export,CRCF,0.37,1250,DC01,,50,Europe,CFR,2590,2590
202404,35005847,170,35005847170,CR,2024 Mar,E0125,Poland,,CRCF,0.5,,DC01,,25,Europe,CFR,2590,2590
202404,35005847,180,35005847180,CR,2024 Mar,E0125,Poland,Export,CRCF,0.6,1250,DC01,,50,Europe,CFR,2590,2590
202404,35005847,190,35005847190,CR,2024 Mar,E0125,Poland,Export,CRCF,,1250,DC01,,25,Europe,CFR,2390,2390
202404,35005847,200,35005847200,CR,2024 Mar,E0125,Poland,Export,CRCF,0.8,,DC01,,25,Europe,CFR,2590,2590
202404,35005847,210,35005847210,CR,2024 Mar,E0125,Poland,Export,CRCF,1,1250,DC01,,25,Europe,CFR,2590,2590
202404,35005847,220,35005847220,CR,2024 Mar,E0125,Poland,Export,CRCF,1,1000,DC01,,25,Europe,CFR,2590,2590
202404,35005847,230,35005847230,CR,2024 Mar,E0125,Poland,Export,CRCF,1.25,1250,DC01,,25,Europe,CFR,2390,2390
202404,35005847,240,35005847240,CR,2024 Mar,E0125,Poland,Export,CRCF,1.25,1000,DC01,,25,Europe,,2230,2230
202404,35005847,250,35005847250,CR,2024 Mar,E0125,Poland,Export,CRCF,1.5,1250,DC01,,25,Europe,CFR,2390,2390
202404,35005847,260,35005847260,CR,2024 Mar,E0125,Poland,Export,CRCF,1.5,1000,DC01,,25,Europe,CFR,2390,2390
202404,35005847,270,35005847270,CR,2024 Mar,E0125,Poland,Export,CRCF,2,1250,DC01,,25,Europe,CFR,2390,2390
202404,35005847,280,35005847280,CR,2024 Mar,E0125,Poland,Export,CRCF,,1000,DC01,,25,Europe,CFR,2390,2390
202404,35005847,290,35005847290,CR,2024 Mar,E0125,Poland,Export,CRCF,2.5,1250,DC01,,50,Europe,CFR,2390,2390
202404,35005847,300,35005847300,CR,2024 Mar,E0125,Poland,Export,CRCF,2.5,1000,DC01,,25,Europe,CFR,2390,2390
202404,35005847,310,35005847310,CR,2024 Mar,E0125,Poland,Export,CRCF,3,1250,DC01,,75,Europe,CFR,2390,2390
202404,35005847,320,35005847320,CR,2024 Mar,E0125,Poland,Export,CRCF,3,1000,DC01,,50,Europe,CFR,2390,2390
202402,35005818,10,3500581810,GI,2024 Mar,E0107,Kenya,Export,GCRF,0.35,120,DX51D,100,48.95,Africa,CFR,3650,3650
202402,35005818,20,3500581820,GI,2024 Mar,E0107,Kenya,Export,GCRF,0.35,101,DX51D,100,50,Africa,CFR,3650,3650
202403,35005919,10,3500591910,GI,2024 Mar,E0022,Uganda,Export,GCCF,0.4,1200,DX51D,120,500,Africa,CPT,3050,3050
202401,35005761,10,3500576110,GI,2024 Mar,E0071,USA,Export,GCCF,0.3,1219,DX51D,90,300,North America,FOB,2590,2590
202401,35005761,20,3500576120,GI,2024 Mar,E0071,USA,Export,GCCF,,1219,DX51D,180,100,North America,FOB,2390,2390
202401,35005761,30,3500576130,GI,2024 Mar,E0071,USA,Export,GCCF,0.5,1219,DX51D,275,300,North America,FOB,2590,2590
202402,30081978,10,3008197810,GI,2024 Mar,L0207,Egypt,Local,GCCF,0.7,1250,DX51D,275,35.39,Service Center,,1830,1834
202312,35005686,20,3500568620,GI,2024 Mar,E0047,Cyprus,Export,GCCF,0.8,1250,S350GD,140,75,Europe,CIF,2690,2690
202311,35005623,220,35005623220,GI,2024 Mar,E0199,Algeria,Export,GHCF,1.95,1000,DX51D,80,9.56,Middle East,CFR,2230,2230
202311,35005623,230,35005623230,GI,2024 Mar,E0199,Algeria,Export,GHCF,2.3,1000,DX51D,80,28.9,Middle East,CFR,2230,2230
202311,35005623,270,35005623270,GI,2024 Mar,E0199,Algeria,Export,GHCF,1.95,1250,DX51D,80,16.47,Middle East,CFR,2230,2230
202402,35005826,20,3500582620,GI,2024 Mar,E0144,USA,Export,GCCF,1.83,1257,DX51D,275,150,North America,CFR,2710,2710
202402,35005826,30,3500582630,GI,2024 Mar,E0144,USA,Export,GHCF,2.49,1130,DX51D,275,100,North America,CFR,2710,2710
202404,35005845,60,3500584560,PP,2024 Mar,E0050,Italy,Export,POCF,0.55,1250,DX51D,100,40,Europe,CIF,2650,2650
202404,35005845,70,3500584570,PP,2024 Mar,E0050,Italy,Export,POCF,0.6,1250,DX51D,100,30,Europe,CIF,2650,2650
202404,35005845,80,3500584580,PP,2024 Mar,E0050,Italy,Export,POCF,0.6,1250,DX51D,100,40,Europe,CIF,2650,2650
202404,35005845,90,3500584590,PP,2024 Mar,E0050,Italy,Export,POCF,0.6,1250,,100,20,Europe,CIF,2650,2650
202312,30079775,130,30079775130,GI,2024 Mar,L0217,Egypt,Local,GHCF,2,1250,DX51D,60,11.01,Service Center,EXW,1430,1375
202403,35005861,10,3500586110,CR,2024 Mar,E0148,Ghana,Export,CRSF,0.4,1000,DC01,,55,Africa,CFR,3390,3390
202403,35005861,20,3500586120,CR,2024 Mar,E0148,Ghana,Export,CRSF,0.5,,DC01,,9.49,Africa,CFR,3390,3390
202403,35005861,30,3500586130,CR,2024 Mar,E0148,Ghana,Export,CRSF,0.6,1000,DC01,,21.59,Africa,CFR,3390,3390
202401,35005775,10,3500577510,GI,2024 Mar,E0022,Uganda,Export,GCCF,0.4,1200,DX51D,120,168.22,Africa,CFR,3050,3050
202402,35005793,20,3500579320,CR,2024 Mar,E0176,Senegal,Export,CRCF,0.45,1250,DC01,,250,Africa,CFR,3130,3130
202403,35005858,10,3500585810,CR,2024 Mar,E0148,Cote d'Ivoire,Export,CRSF,,1000,DC01,,50,Africa,CFR,2850,2850
202403,35005858,30,3500585830,CR,2024 Mar,E0148,Cote d'Ivoire,Export,CRSF,0.65,1000,DC01,,50,Africa,CFR,3050,3050
202403,35005858,20,3500585820,CR,2024 Mar,E0148,Cote d'Ivoire,Export,CRSF,0.85,1000,DC01,,50,Africa,CFR,3050,3050
202401,30083247,30,3008324730,HP,2024 Mar,L0237,Egypt,Local,HPSF,2,1250,DD11,,12.05,Projects,,2150,3300
202401,30083247,40,3008324740,HP,2024 Mar,L0237,Egypt,Local,HPSF,1.5,1000,DD11,,30,Projects,CPT,2150,3300
202403,35005844,10,3500584410,GI,2024 Mar,E0026,Kenya,Export,GCRF,0.35,132,DX51D,100,25,Africa,CFR,3650,3650
202403,35005844,20,3500584420,GI,2024 Mar,E0026,Kenya,Export,GCRF,0.35,114,DX51D,100,25,Africa,CFR,3650,3650
202403,35005844,30,3500584430,GI,2024 Mar,E0026,Kenya,Export,GCRF,0.35,99,DX51D,100,25,Africa,CFR,3650,3650
202403,35005844,40,3500584440,GI,2024 Mar,E0026,Kenya,Export,GCRF,0.35,117,DX51D,100,25,Africa,CFR,3650,3650
202403,35005844,50,3500584450,CR,2024 Mar,E0026,Kenya,Export,CRRF,0.8,140,DC01,,25,Africa,CFR,3530,3530
202402,30082115,10,3008211510,GI,2024 Mar,L0033,Egypt,Local,GCCF,1,1250,DX53D,60,50,Corporate,,2410,1601
202401,30078002,10,3007800210,GI,2024 Mar,L0033,Egypt,Local,GCCF,1.2,1250,DX52D,60,70,Corporate,CPT,2410,2280
202401,30079565,20,3007956520,GI,2024 Mar,L0163,Egypt,Local,GCCF,1.2,1250,DX53D,80,60,Corporate,CPT,2330,1864
202401,30079565,10,3007956510,GI,2024 Mar,L0163,Egypt,Local,GCCF,1,1250,DX53D,80,81.28,Corporate,CPT,2330,1575
202402,30082706,20,3008270620,PP,2024 Mar,L0077,Egypt,Local,PORF,0.45,130,DX52D,100,76.28,Large Corporate,,2550,3687
202402,30082706,30,3008270630,PP,2024 Mar,L0077,Egypt,Local,PORF,0.45,338,DX52D,100,6.71,Large Corporate,EXW,2550,3687
202402,30082706,40,3008270640,PP,2024 Mar,L0077,Egypt,Local,PORF,0.45,388,DX52D,100,13.655,Large Corporate,EXW,2550,4290
202402,30082706,10,3008270610,PP,2024 Mar,L0077,Egypt,Local,PORF,0.45,272,DX52D,100,9,Large Corporate,EXW,2550,3687
202312,30081852,10,3008185210,GI,2024 Mar,L0190,Egypt,Local,GCPF,0.7,1250,DX51D,275,9.867,Projects,EXW,2350,3630
202312,30081852,20,3008185220,GI,2024 Mar,L0190,Egypt,Local,GCPF,0.8,1250,DX51D,275,5.765,Projects,EXW,2350,3570
202312,30081852,30,3008185230,GI,2024 Mar,L0190,Egypt,Local,GCPF,1,1250,DX51D,275,4.275,Projects,EXW,2350,3510
202312,30081852,40,3008185240,GI,2024 Mar,L0190,Egypt,Local,GCPF,1.2,,DX51D,275,5.185,Projects,EXW,2350,3450
202312,30081852,50,3008185250,GI,2024 Mar,L0190,Egypt,Local,GCPF,1.5,1250,DX51D,275,3.68,Projects,EXW,2150,3420
202402,30082496,10,3008249610,PP,2024 Mar,L0094,Egypt,Local,PONF,0.45,681,DX51D,80,45,Corporate,CPT,2490,3587
202402,30082496,20,3008249620,PP,2024 Mar,L0094,Egypt,Local,PONF,0.45,,DX51D,80,30,Corporate,CPT,2490,3587
202402,30082496,30,3008249630,PP,2024 Mar,L0094,Egypt,Local,PONF,0.45,736,DX51D,80,10,Corporate,CPT,2490,3587
202402,30082496,40,3008249640,PP,2024 Mar,L0094,Egypt,Local,PONF,0.45,655,DX51D,80,15,Corporate,CPT,2490,3587
202311,30079562,30,3007956230,GI,2024 Mar,L0163,Egypt,Local,GCCF,1,1250,DX53D,275,12.82,Corporate,CPT,2610,1760
202312,35005691,10,3500569110,GI,2024 Mar,E0109,Kenya,Export,GCRF,0.35,126,DX51D,100,48.435,Africa,CFR,3450,3450
202401,30081151,20,3008115120,CR,2024 Mar,L0285,Egypt,Local,CRSF,1,1250,DC01,,29.2,High Tech industries,CPT,2490,2330
202401,30081151,30,3008115130,CR,2024 Mar,L0285,Egypt,Local,CRSF,1,1250,DC01,,50,High Tech industries,CPT,2490,2330
202401,30081151,10,3008115110,CR,2024 Mar,L0285,Egypt,Local,CRSF,1,1250,DC01,,34.54,High Tech industries,CPT,2490,2330
202312,30081422,20,3008142220,PP,2024 Mar,L0209,Egypt,Local,POCF,0.5,1250,DX51D,120,20,Corporate,,1970,1853
202402,30082301,10,3008230110,PP,2024 Mar,L0175,Egypt,Local,PONF,0.4,,DX51D,80,159.19,Corporate,CPT,2490,3580
202403,35005865,30,3500586530,GI,2024 Mar,E0046,Kenya,Export,GCCF,1.8,1219,DX51D,120,25,Africa,CFR,2850,2850
202403,35005896,10,3500589610,GI,2024 Mar,E0198,United Kingdom,Export,GCCF,0.5,1250,DX51D,140,80,Europe,CFR,2510,2510
202401,35005745,20,3500574520,GI,2024 Mar,E0102,Kenya,Export,GCRF,0.35,120,DX51D,100,12.5,Africa,CFR,3650,3650
202403,30083448,10,3008344810,PP,2024 Mar,L0175,Egypt,Local,PONF,0.4,726,DX51D,80,30,Corporate,CPT,2490,4800
202402,35005796,30,3500579630,GI,2024 Mar,E0078,Greece,Export,GCCF,1.6,1250,DX51D,100,150,Europe,FOB,1990,1990
202402,35005796,10,3500579610,GI,2024 Mar,E0078,Greece,Export,GCCF,1.2,1250,DX51D,100,150,Europe,FOB,2190,2190
202402,35005796,20,3500579620,GI,2024 Mar,E0078,Greece,Export,GCCF,,1250,DX51D,100,25,Europe,FOB,1990,1990
202402,35005796,40,3500579640,GI,2024 Mar,E0078,Greece,Export,GHCF,1.9,1250,DX51D,100,75,Europe,FOB,1990,1990
202402,35005796,50,3500579650,GI,2024 Mar,E0078,Greece,Export,GHCF,2.7,1250,DX51D,100,20.06,Europe,FOB,1990,1990
202401,35005782,10,3500578210,CR,2024 Mar,E0139,Syria,Export,CRNF,1.2,700,DC03,-,8,Middle East,CFR,2630,2630
202401,35005782,20,3500578220,CR,2024 Mar,E0139,Syria,Export,CRNF,1.2,900,DC03,,17,Middle East,CFR,2630,2630
202402,30081985,10,3008198510,GI,2024 Mar,L0089,Egypt,Local,GCCF,0.5,1000,,60,5.93,Service Center,EXW,1630,2702
202402,30081985,20,3008198520,GI,2024 Mar,L0089,Egypt,Local,GCCF,0.5,1250,DX51D,60,65.28,Service Center,,1630,2688
